gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000177732,2972.0628636136867,-0.3090459051905337,0.05892871199263759,-5.244402851179662,1.5678929093150795e-7,3.0744334873960906e-6
ENSG00000132824,5937.360673395231,0.2853513296912483,0.05540011137750187,5.1507356681439855,2.5946666652628884e-7,4.875811108473178e-6
ENSG00000101076,59.801974187033544,1.6451850428428019,0.3268033550021011,5.0341742753290415,4.799129289625332e-7,8.657629238484099e-6
ENSG00000064205,3494.5236011088673,0.3021881084360234,0.060437772285547794,4.999987541041189,5.733401908666919e-7,9.945247156956848e-6
ENSG00000087586,10510.637410444251,0.28390904541642314,0.05699463177913101,4.981329584102665,6.314888137928079e-7,1.0548202037798383e-5
ENSG00000101417,326.23967915025906,0.7346472436701889,0.14788477268125372,4.9677003950476015,6.775153010301709e-7,1.091283574159311e-5
ENSG00000101166,27984.179060929946,-0.2470725399302782,0.050037008909292545,-4.937795949757371,7.901044874297067e-7,1.1892990481905408e-5
ENSG00000118707,2466.5034697378396,-0.33752914138141815,0.06835966318467425,-4.937548338551349,7.911080143174329e-7,1.1892990481905408e-5
ENSG00000204103,26.52848341351744,2.4388191670286843,0.5013170233293914,4.8648241602325415,1.145586085816417e-6,1.6666429829135615e-5
ENSG00000149679,290.1846927527748,0.6643500624116946,0.14392900012572038,4.615817950735378,3.915500728024555e-6,5.4196545182316474e-5
ENSG00000175063,5128.677320563723,-0.2727744606548726,0.059129414151529024,-4.613177122909461,3.965600866998766e-6,5.4196545182316474e-5
ENSG00000126001,3090.750498988388,-0.2853359670225742,0.06197980009559443,-4.603692922250262,4.150643398738143e-6,5.5057063906791254e-5
ENSG00000125821,1265.6348608979438,-0.3472814512895043,0.07626375675003187,-4.553689276385655,5.271319935628344e-6,6.792472259909667e-5
ENSG00000025293,7480.826735816915,0.21670387165174496,0.04946851158093546,4.380642649763085,1.183297955613644e-5,1.4824093832826486e-4
ENSG00000100994,2395.5538653841186,0.26391687786406154,0.060931511725256286,4.331369276608104,1.4818491532802756e-5,1.7587209687615902e-4
ENSG00000101126,10978.586232476253,-0.20533682143599377,0.04737864466121409,-4.333953047924355,1.4645542341861361e-5,1.7587209687615902e-4
ENSG00000101220,3006.4965820335747,-0.3203958532570195,0.07410625531394031,-4.323465703397228,1.535970254230324e-5,1.7762117555330156e-4
ENSG00000130589,477.3594214372631,0.4857565924119278,0.1132651947498156,4.288666023882139,1.797494142495591e-5,2.026674645663779e-4
ENSG00000101057,16165.73693331682,-0.23683108088040838,0.05675599191658631,-4.172794323258001,3.0088653873962222e-5,3.3097519261358443e-4
ENSG00000149596,591.2045994448345,-0.474418588989035,0.11448892256722823,-4.143794686428768,3.416056076239105e-5,3.668193548532943e-4
ENSG00000203880,1497.5360986906535,-0.3763331691527995,0.09101867197882382,-4.13468095030387,3.554480960614157e-5,3.728071891248802e-4
ENSG00000101347,1016.3030641180673,0.45784057727741145,0.11160126262119531,4.102467718769862,4.0876690078999856e-5,4.189860733097485e-4
ENSG00000125868,15502.672281425663,0.19782126776334957,0.04876637962929565,4.056509203002461,4.981160066493204e-5,4.992229311085411e-4
ENSG00000101290,1973.8554431265784,-0.27320162100212253,0.06814741027130038,-4.00898023731914,6.098151920973878e-5,5.851630885870679e-4
ENSG00000126005,815.1477657848485,0.40432191029164166,0.10083710839374625,4.009653953114715,6.0807796434979906e-5,5.851630885870679e-4
ENSG00000198900,10759.396156223096,-0.2146004697868199,0.053899839892102314,-3.9814676669988454,6.84910391147676e-5,6.435303883491705e-4
ENSG00000088356,2180.6824853499647,0.2831237415871737,0.0727428424649645,3.892118207004847,9.937280435497528e-5,9.146354033488541e-4
ENSG00000080845,2264.000286957569,0.256022523479172,0.06617949431321392,3.8686080354055004,1.0945843622560662e-4,9.873150947549716e-4
ENSG00000125772,794.1199607302625,0.3528101035397277,0.09216980899101486,3.827827218065747,1.2927945430054845e-4,0.0011212506517220644
ENSG00000132639,947.6082229335691,-0.34551636090329396,0.09019812532987666,-3.830637938866866,1.2781145813650288e-4,0.0011212506517220644
ENSG00000101384,1003.6883707606721,0.3328210995615597,0.08870957658115239,3.7518057507251394,1.7556547301155297e-4,0.001493962798645479
ENSG00000244005,3997.1857882018267,0.20268322404855513,0.054740769270858976,3.7026009452967754,2.1340040724090667e-4,0.0017822885864009056
ENSG00000100983,4010.2737336479927,-0.19467998331885325,0.052693908037469435,-3.694544408822757,2.202813938212368e-4,0.0018063074293341416
ENSG00000124181,4126.782850127495,-0.23259831891851424,0.06339533121269919,-3.6690133874073165,2.4348832998936397e-4,0.0019609506575929136
ENSG00000124155,5280.434879918735,-0.18546185424414463,0.050862324775754544,-3.6463503204350594,2.6599129631415576e-4,0.002104597800661127
ENSG00000132670,1778.6743204492611,0.25614992882288595,0.07157872837386253,3.5785761306765664,3.454712388017686e-4,0.0026863367017172005
ENSG00000125845,6037.979020883265,0.23988747735067997,0.06720170560093248,3.569663525732765,3.5744003784066034e-4,0.0026867576177689637
ENSG00000130703,1669.1151450978716,0.2885149012127146,0.08079170566493114,3.5710955578692385,3.554911587074485e-4,0.0026867576177689637
ENSG00000101310,4112.540501072681,0.18575467655953123,0.052207842859558914,3.55798413390146,3.7371188083719744e-4,0.0027630173484848534
ENSG00000100997,2221.0080790381944,0.21902355236915633,0.061800905060314854,3.5440185245733757,3.940775557428534e-4,0.0028665964135488205
ENSG00000101294,4869.278280565917,0.18538208797198003,0.05339126521536407,3.4721426290275246,5.163219410592505e-4,0.0036962094510749523
ENSG00000131050,93.6837614426053,0.9121709158247248,0.2636690961386879,3.459529118819939,5.411207655180298e-4,0.0037545456192097145
ENSG00000232388,764.947913176027,0.35063625316895464,0.10124993475976414,3.4630763367987325,5.340368625335697e-4,0.0037545456192097145
ENSG00000101447,5359.047872297772,-0.20313390269193554,0.060834834728743924,-3.3391050308213717,8.404877923836444e-4,0.005743333247954903
ENSG00000171867,3086.5839695610302,0.18885090284689987,0.05669319108942341,3.3311037748610977,8.650234817031427e-4,0.005822770003703244
ENSG00000101146,3854.274956612254,-0.17871046454357678,0.05418703243432842,-3.2980301100667146,9.736569290811685e-4,0.006457636397288339
ENSG00000125967,2245.4058923275584,0.2654578829361626,0.08059795399141022,3.2936057280617073,9.89111343747079e-4,0.006465061101883081
ENSG00000088325,19499.06936462524,0.16742824058844907,0.05117242058956129,3.2718452373269775,0.0010684804717311165,0.006862809090042861
ENSG00000101115,2398.6918753742534,-0.2504162518652606,0.07661016601297545,-3.2687078608189895,0.0010803978833548629,0.006862809090042861
ENSG00000125864,89.66873482984904,0.8326066976190967,0.25541044472045793,3.259877247895518,0.001114604420976289,0.00698175824805981
ENSG00000101350,4964.266634810536,0.181630885151748,0.055790005108599876,3.255616929917615,0.0011314629541559315,0.006990271127730482
ENSG00000198276,1292.5128706705261,-0.25756832668591045,0.07965544484040248,-3.2335307046740365,0.0012227019188287241,0.007451872505293981
ENSG00000124102,53.96897521207729,1.0387774334858275,0.32447085123956737,3.2014506989377125,0.001367374720603781,0.008222479986564071
ENSG00000124177,2625.7843871432183,-0.28180969212206025,0.08823316380900435,-3.1939202897913206,0.0014035486558554532,0.008328953207773807
ENSG00000101412,3205.6608981101544,0.18676368722563574,0.05986454442452347,3.1197712940270557,0.0018099150700085524,0.010600931124335806
ENSG00000101040,3861.074274757224,0.17995093823889657,0.05801893011693122,3.1015900823442255,0.001924842971245023,0.011129540769634684
ENSG00000101216,2263.54527920227,-0.20349454367616138,0.06581257660198973,-3.092031252731853,0.001987919186990632,0.011348590082203777
ENSG00000124222,4170.696455573255,-0.16158082668229065,0.052443679138465704,-3.0810352999009267,0.002062821916395762,0.011348590082203777
ENSG00000125875,1845.0845240881079,0.21772947911005996,0.07066948285493747,3.080954753227656,0.002063380014946141,0.011348590082203777
ENSG00000284776,254.01282537486986,-0.522837004836554,0.1695870345498871,-3.083001045594391,0.0020492443493728973,0.011348590082203777
ENSG00000125827,2959.895327292064,0.2494129629016398,0.0818000697670951,3.0490556256465284,0.0022956197171806582,0.0124737890656443
ENSG00000271303,4058.1994570095558,-0.20039850710360133,0.06592211647774357,-3.039928294341995,0.002366344803238112,0.012705017931671291
ENSG00000101000,1150.1849193279584,-0.23520048769225413,0.07824908545605208,-3.0057921612943637,0.0026488998665198946,0.014054751056476146
ENSG00000125901,2607.1673753501104,-0.22412073920397105,0.07519554042719974,-2.9805057312002785,0.0028777285314569136,0.015091343810314746
ENSG00000125995,1463.0727186318668,0.22908729198404906,0.07713460510798988,2.969967781170625,0.0029783098368711854,0.015439284326769017
ENSG00000149474,454.07620997563345,0.3636725920767899,0.12323427789070526,2.9510668484569367,0.0031667837085123433,0.01622976650612576
ENSG00000101266,9281.216643496064,-0.1574493050370786,0.05351244613694018,-2.9422931748281593,0.0032579133046923884,0.016509201128272664
ENSG00000131051,13349.469903529436,-0.15391022401901722,0.052821626083761515,-2.91377292654632,0.003570895437724685,0.017894153804598145
ENSG00000197818,876.4229425984929,0.26242280226139414,0.09190035350512506,2.8555146117774126,0.00429671457167769,0.02129470628380921
ENSG00000197296,413.16600052114086,0.352723671626925,0.12413292661963761,2.8414996828981933,0.004490189662076743,0.022011690626050122
ENSG00000101342,7.13411089318879,2.900694883414803,1.0264780927905564,2.8258712034750304,0.004715221912068884,0.022866291207989966
ENSG00000020256,1980.566191054047,-0.19669912496169614,0.07020368651017128,-2.8018347004212933,0.005081290189124984,0.024004950371296203
ENSG00000101132,1705.7188475802654,-0.2288673927477705,0.08183513710407922,-2.796688572253424,0.005162927241720025,0.024004950371296203
ENSG00000101365,4158.637746799619,0.1482162187974686,0.05283057747413807,2.8055006377703187,0.005023848195726464,0.024004950371296203
ENSG00000198646,4810.036387797643,-0.1656183194304035,0.059191987077314545,-2.79798546404733,0.005142242678540354,0.024004950371296203
ENSG00000124243,30.382772333608788,1.2272793351227786,0.4421220104382986,2.7758838197313738,0.005505187679726232,0.025335098403638068
ENSG00000088340,7.4090375423128725,2.743015837681394,0.9972029275209628,2.750709772283266,0.005946630343852548,0.027090204899772714
ENSG00000130684,478.6743393041837,-0.3329068822694708,0.1216182201811067,-2.7373109207956294,0.006194371721928194,0.027936616465896152
ENSG00000124201,3197.477800296154,0.1719833165635605,0.06312513884374361,2.7244821906733265,0.006440240361135426,0.02875790497893146
ENSG00000101413,2790.7255691396654,-0.19202529564036913,0.07165534130687204,-2.679846221344467,0.0073655989036372875,0.03256750103470997
ENSG00000101898,1301.2342525133622,-0.2082380803642936,0.0784291821878801,-2.655109674170149,0.00792826272268215,0.03471501444591893
ENSG00000197183,1334.2240502557763,0.19349432922652673,0.07393099157250113,2.6172289199824226,0.008864686831750858,0.038442055395381126
ENSG00000198959,138.88510628353092,-0.5653468766074071,0.2191888298137452,-2.5792686474388695,0.009900975423082116,0.04252704681723842
ENSG00000124098,514.0228976881144,0.3230744516790017,0.12588877295609358,2.566348404966032,0.010277553883733626,0.04372808303362137
ENSG00000166913,25051.054079948786,-0.12086346977251528,0.04723296370789545,-2.558879652777574,0.01050100875537326,0.04426126120255459
ENSG00000087510,1002.9253049189533,0.23740932720138494,0.0939605702867218,2.5266909989682644,0.011514275998343065,0.046590026303681774
ENSG00000100991,5408.5321546891755,0.13409436948732617,0.05290199724663091,2.534769507135499,0.011252133553502462,0.046590026303681774
ENSG00000101452,1059.6560171855022,-0.2506692420259465,0.09927518591341632,-2.524993931963721,0.01157002870512718,0.046590026303681774
ENSG00000132623,842.3110270935913,0.22415368197967928,0.08845229128972139,2.5341760932509283,0.01127120752478147,0.046590026303681774
ENSG00000172315,1242.0149378509582,-0.20562522552227666,0.08124848876282621,-2.530819079263377,0.011379652872760231,0.046590026303681774
ENSG00000124143,5.0164701723045955,3.12165365435261,1.243947404612106,2.509473988030885,0.012091112039808926,0.048257447167732975
ENSG00000101367,12357.903949923677,0.11959090070632249,0.047900576544402426,2.496648460910804,0.012537317606763165,0.04959938807587884
ENSG00000101197,31.636454621830747,1.1936243771904689,0.4800252684917293,2.486586551872393,0.012897519219165775,0.05058070580733708
ENSG00000132664,993.6282133417305,-0.20523959208708745,0.08272246072584956,-2.481062462192364,0.01309914166697576,0.050928559412121266
ENSG00000088876,572.3983212740062,-0.2807291818183808,0.11379744472398537,-2.4669199075540473,0.01362808363268966,0.05253218562686356
ENSG00000168612,682.7487739746621,-0.24570400399781514,0.10026060069015298,-2.450653619731871,0.014259710052271057,0.05450109519978175
ENSG00000088833,3576.6759548952173,0.158516010306525,0.06552178581419814,2.4192870865277247,0.015550961528054248,0.058936837387835846
ENSG00000101276,14.020187406321181,1.6043441894359844,0.6735391257684188,2.3819613858447206,0.01722070308540391,0.0641862569546873
ENSG00000149636,1730.456701868631,0.17564192001866502,0.07371092792648107,2.3828477670753165,0.01717929690485307,0.0641862569546873
ENSG00000088305,4323.808498457416,-0.14569004323028595,0.062133830352618435,-2.3447780766689252,0.019038407721270252,0.07037968755977773
ENSG00000125510,8.113910093865442,2.243135765502452,0.9666426938129301,2.320542822968417,0.020311531161929915,0.07344925683345221
ENSG00000132793,408.0980525415728,-0.31327054856653075,0.13504810960151134,-2.319695917928087,0.0203573328252362,0.07344925683345221
ENSG00000166619,2303.79361655966,-0.151596860605736,0.06526082000264019,-2.3229383357365565,0.020182465326726903,0.07344925683345221
ENSG00000101096,229.19510016656844,0.3712773957529881,0.16283205849717874,2.2801246829377946,0.022600294686601508,0.08025773939887622
ENSG00000101152,4536.518898322428,0.12025815235977062,0.05272571239905103,2.280825557170377,0.022558771424355657,0.08025773939887622
ENSG00000125534,5435.19241106409,-0.15311254349306402,0.06785038236571447,-2.256620201015012,0.024031816987729993,0.08467460516770489
ENSG00000203883,351.81741618031606,0.3077466933940585,0.13752477723799758,2.2377545310360936,0.025237067020856586,0.08823191648376992
ENSG00000101019,2935.6473106777785,0.12777558223451146,0.05734844924883196,2.228056449793434,0.025876750914163468,0.08977242047913635
ENSG00000205085,7.294557961180675,-2.6528769441320557,1.2092772689522213,-2.193770620058576,0.028251903970745323,0.09726418847943619
ENSG00000062598,1906.4168821596356,-0.14257813741345238,0.0651746268102599,-2.1876325863519557,0.028696376201854282,0.09804595202300213
ENSG00000101439,1915.1726825318297,-0.14504151475672564,0.06669612948859892,-2.174661646318159,0.029655481019556063,0.10056106721669011
ENSG00000025772,4036.416311793782,-0.12465578587870611,0.05766784036589903,-2.1616170310483716,0.030647707605808424,0.10315012037477313
ENSG00000088899,264.943479286338,-0.31774072210919696,0.14958786094879986,-2.124107665514059,0.033661141673678605,0.11245314736910407
ENSG00000214078,4962.923320881756,-0.10857795967066725,0.05186410869143713,-2.0935086403710566,0.036303773575051594,0.12038971972314905
ENSG00000026036,448.42834031641667,-0.30898810566860985,0.14826698804262115,-2.083997994076655,0.03716034972668144,0.12233078632652065
ENSG00000088812,2928.4976968394376,0.12375007561080395,0.06012164995406881,2.0583280017322445,0.03955865794575176,0.1292822806777829
ENSG00000089063,1753.45166644111,-0.15073314745049093,0.07387104559097385,-2.040490238693856,0.041301522282079214,0.13350038717620516
ENSG00000132669,1046.9829274315036,-0.19021369835123708,0.09328376559480986,-2.0390868350818403,0.041441361872879647,0.13350038717620516
ENSG00000125775,51.402464710328864,0.6948135458914925,0.34182982940641166,2.0326299407457737,0.04208992422710373,0.13462805550655166
ENSG00000100979,34.978624333792425,0.8976175596717673,0.4462225585273842,2.0115916206344853,0.04426300342961052,0.13676027435081584
ENSG00000101193,3282.7259866297004,-0.11956255105636655,0.059439514395137914,-2.0114994591232165,0.04427272739516433,0.13676027435081584
ENSG00000101224,8774.273462838664,0.1471348612280822,0.07286941092667278,2.0191580988096836,0.04347078983773779,0.13676027435081584
ENSG00000182621,158.2278616646431,1.7193467756631744,0.8529730133952458,2.0157106364002555,0.04383024274006584,0.13676027435081584
ENSG00000197122,346.21936550553977,-0.27450386487115647,0.13593752114573707,-2.0193384619457935,0.04345205285824609,0.13676027435081584
ENSG00000215305,930.1714070782348,0.18213081859157482,0.09101479877490412,2.0011121382800274,0.04538030653845659,0.13922801529825796
ENSG00000080839,1558.8216279298977,-0.16279257747445164,0.08187901915202506,-1.9882086908270615,0.046788614204739544,0.14257881761038874
ENSG00000089177,597.375401832004,0.22554428219588246,0.11447354317807008,1.9702743178398483,0.048806940151014604,0.14773107387991669
ENSG00000131043,3208.5703000387,-0.12357838409719046,0.06371567156323205,-1.9395288641751203,0.052436973349442875,0.15766049987065825
ENSG00000196227,2036.7603654727457,-0.16192712211230365,0.08405556067567277,-1.9264296235807317,0.05405075147427975,0.16143635042980242
ENSG00000149639,6135.3641791577365,0.12537785419929603,0.06539980267050512,1.917098356259118,0.0552254374302073,0.16385968605936507
ENSG00000196700,4268.452659488001,-0.11040074319050458,0.05782452271698444,-1.9092374308189015,0.056231469693748794,0.16575420151556017
ENSG00000125531,11.248267351645456,1.4162028392646522,0.7440801780895387,1.9032933290882985,0.05700228082417337,0.16693525098507914
ENSG00000101331,14.303423680357522,1.2739914258830822,0.678315164887171,1.8781703429776544,0.060357865850014104,0.1747022975059031
ENSG00000174306,1738.0810386215865,-0.17865479467468628,0.09529511325576354,-1.8747529497676638,0.06082671873403342,0.1747022975059031
ENSG00000196396,5326.137655548039,0.09939018754608502,0.05293908804951749,1.877444270538221,0.06045722870493458,0.1747022975059031
ENSG00000244462,8323.779664563152,-0.28836907634368,0.15404170739119608,-1.8720194759420141,0.06120390910406361,0.1747022975059031
ENSG00000124228,6492.79975833587,-0.09950409792770719,0.053923815315000914,-1.8452718404001065,0.06499800463407297,0.1832131255622932
ENSG00000172296,194.63982169306448,0.40332736895903387,0.21846915825325125,1.8461524371851767,0.06487007480311725,0.1832131255622932
ENSG00000242372,6962.886736871798,-0.11654669871340347,0.0635729578310949,-1.8332747553299773,0.06676172163630464,0.18701575439735027
ENSG00000101222,10.970588301449798,1.3125933432985772,0.7215878399957423,1.8190347322182179,0.06890613136386317,0.19183126694507585
ENSG00000172000,5.842789828178114,-1.8709520376137396,1.0383081158432068,-1.8019237344536647,0.07155740544216306,0.19799012180623032
ENSG00000198026,1939.1342537076812,-0.12451627163881823,0.06923876141074141,-1.7983607606750358,0.07211985675926853,0.19832960608798847
ENSG00000088827,28.816535890550146,0.794397339616739,0.45241931787330514,1.7558873112469544,0.07910765198216874,0.21570154595694677
ENSG00000261582,10.411747584865209,1.4127349490797958,0.8053368643867369,1.7542161691003575,0.07939347367816665,0.21570154595694677
ENSG00000171940,2263.860061904889,0.15320168243016513,0.0880787777966709,1.739371120519291,0.0819695046839641,0.22136674618244198
ENSG00000101190,1703.9852103282121,-0.12216970831351819,0.07158522330997304,-1.7066330544853923,0.0878902773708403,0.23594354222767247
ENSG00000101247,770.9936100704213,-0.15489769970581654,0.09217846149088661,-1.6804109897313786,0.09287737930194775,0.24785620156910318
ENSG00000080189,2329.158336608666,-0.10377694063306907,0.06240533476574465,-1.6629498266874774,0.09632247922936482,0.2552278601173325
ENSG00000124164,4448.413197318178,-0.10008828402609203,0.06026833975717352,-1.6607108214587725,0.09677153898018595,0.2552278601173325
ENSG00000185513,289.57801148224644,-0.29680848921082664,0.17932331331738074,-1.6551584047831596,0.09789237020275775,0.25668290093862645
ENSG00000124140,235.43115525186067,0.26484310985957554,0.16467492927794025,1.6082782668913145,0.10777424829571049,0.2798466773742195
ENSG00000132661,738.5721806486463,-0.15152992069406826,0.09427041588341202,-1.6073963318616453,0.10796745424193833,0.2798466773742195
ENSG00000101189,1949.9534813966886,-0.1087988995161339,0.06785113733933007,-1.6034941164216618,0.10882560706296153,0.28045913591654653
ENSG00000089050,2163.2464560212143,-0.099108087921286,0.06248519234314489,-1.5861051907629908,0.1127154495754033,0.28720151275992595
ENSG00000101003,2530.215449450576,-0.11530387855985973,0.07260996147175937,-1.587989805017395,0.11228864449142913,0.28720151275992595
ENSG00000064601,7070.079462250525,0.07670157687675189,0.048502602108296045,1.5813909675504316,0.11378867143637636,0.2883072517854255
ENSG00000088836,220.5472213360782,-0.31471228576993576,0.19956519322962923,-1.576989858185404,0.11479785869300861,0.2892392976008206
ENSG00000022277,4132.182074632913,0.0862845735862487,0.05571546640847954,1.5486646554055723,0.12146235456828713,0.3026492923220856
ENSG00000101109,3663.6703626755602,-0.09079691951785,0.058526239809976364,-1.551388228812417,0.1208086744311746,0.3026492923220856
ENSG00000125898,120.36001959296829,0.32889741855565996,0.21336516650955292,1.5414766333985184,0.12320082561175823,0.3052943535763899
ENSG00000124225,1569.5074230566627,-0.13078054485158472,0.0860669067294554,-1.5195218443563117,0.12863119382566884,0.3170091170239161
ENSG00000170191,983.0301227197122,-0.13120375991523722,0.0865118452908976,-1.5165987903050995,0.1293680110079978,0.3170922443728642
ENSG00000273154,221.0465222725937,-0.26540504653276903,0.17546064025173783,-1.5126187055512033,0.13037653995986095,0.3178368622805259
ENSG00000088854,126.17560013996001,-0.3409240829992168,0.23090489087590998,-1.4764697348157598,0.13981783421110294,0.3390206625226206
ENSG00000111850,5.28223900939302,-1.5033803868518691,1.0252481181708628,-1.4663576164704777,0.14255088652830772,0.3419704777886531
ENSG00000125991,6523.395995109037,-0.07150613320648258,0.048709588246007254,-1.4680093957136657,0.14210167073848393,0.3419704777886531
ENSG00000125870,3250.0787088476836,-0.08857299796810153,0.06099155500613714,-1.4522174087738715,0.14644116360876,0.3494442581351892
ENSG00000089006,6360.6117461535705,0.07837960643792877,0.05483599298628744,1.4293459855377975,0.15290481496647476,0.36294774499936905
ENSG00000101182,10834.964250449599,0.07686093898114109,0.054312686508600445,1.415156272355817,0.15702268220741133,0.369494799854587
ENSG00000271519,8.899742812056289,-1.2524180427213916,0.8855983012847168,-1.414205561262412,0.15730155559219666,0.369494799854587
ENSG00000101333,19.528068572253925,0.7673618565085951,0.5445068481813601,1.409278614349049,0.1587527998530003,0.37097156856841
ENSG00000101150,8212.735143256543,-0.07767605152128235,0.05550814704841497,-1.3993630782438518,0.16170413287640703,0.3739926355244081
ENSG00000244274,1019.1984605797816,-0.11539508984958553,0.08236812920511037,-1.4009677160717409,0.16122372737666515,0.3739926355244081
ENSG00000101246,1237.2630095969305,0.11283555313980131,0.08085239670873333,1.3955746240434368,0.16284262842367836,0.3747042113218313
ENSG00000101306,30.110676986765892,0.601546055662941,0.43839985919298663,1.372140166217837,0.17001980761709357,0.3892331636310112
ENSG00000088826,758.2171753600805,-0.13523417621966158,0.09914836059823931,-1.3639577639376832,0.1725808590189913,0.39112546440987483
ENSG00000101158,10407.000533692988,-0.06966619556324433,0.05099715211469554,-1.3660801177007105,0.17191381804631073,0.39112546440987483
ENSG00000088832,9757.115981966539,0.06507824967825135,0.047923942929354243,1.357948568092251,0.17448000462950164,0.3930810902692775
ENSG00000132635,978.3162422425282,0.13095767718170737,0.09659610040074545,1.3557242646277337,0.17518691606236095,0.3930810902692775
ENSG00000088766,1770.1532448606406,-0.10176516734016919,0.0755461991089131,-1.3470587341324327,0.17796131710749413,0.3958731286791935
ENSG00000124208,42.19456858080018,0.6113791993578643,0.45409823158971946,1.3463589083303218,0.17818679627910486,0.3958731286791935
ENSG00000163703,8.118119387040618,-1.216510902551165,0.9149572449880761,-1.3295822391865084,0.1836559531375533,0.40602370031880664
ENSG00000101457,1220.013751702092,0.11908149488365269,0.09092528318897773,1.3096631729609851,0.1903098071363385,0.41283291453172577
ENSG00000109654,13.062349789170288,-0.8940518841551769,0.6805998386089828,-1.3136234148724597,0.1889729650709304,0.41283291453172577
ENSG00000125826,2156.5895402806086,0.08402393557267435,0.06416958972894805,1.3094042821154215,0.19039744173525266,0.41283291453172577
ENSG00000162924,6.1974266166061645,-1.3089280114343425,0.9935204063172154,-1.3174646470385858,0.1876829237628977,0.41283291453172577
ENSG00000101188,7.24342358633602,1.1331505221291738,0.8708745140805995,1.3011639493497689,0.19320234220279112,0.4138000453126918
ENSG00000101346,7768.993510213824,0.07131420391453744,0.05485647183369665,1.3000144108927418,0.19359603006868728,0.4138000453126918
ENSG00000125812,937.4637044478847,0.1479061061323589,0.11358305405380771,1.3021846204477945,0.19285328132752663,0.4138000453126918
ENSG00000101443,4.823079572098747,1.736097600340823,1.3403105045445312,1.2952950786062738,0.195218456277444,0.41464723323391106
ENSG00000149658,4623.181426007154,0.07211537124680342,0.05575124927948158,1.2935202740532026,0.195831176671448,0.41464723323391106
ENSG00000132823,2226.3617124959897,-0.08567134109940491,0.06648503192659592,-1.2885808822953113,0.19754383325940333,0.41631901308406966
ENSG00000132646,12820.44711818854,0.06719468121085424,0.05252186129445397,1.2793659545715612,0.20076821692410024,0.4211463527105544
ENSG00000101442,561.0119804087522,0.14016595525783349,0.11013936385207454,1.272623613897815,0.2031516350342163,0.4241730898168127
ENSG00000124151,7058.732854837344,0.07276509156324917,0.05765625349080084,1.2620502921657748,0.2069306901364686,0.42809973051168504
